,isbn10,BibNum,title,subtitle,authors,categories,description,avg_rating,num_pages,num_ratings,best_seller,rank,price,weeks_on_list,publisher,publication_date,Subjects,ItemType,Checkouts_2005,Checkouts_2006,Checkouts_2007,Checkouts_2008,Checkouts_2009,Checkouts_2010,Checkouts_2011,Checkouts_2012,Checkouts_2013,Checkouts_2014,Checkouts_2015,Checkouts_2016,Checkouts_2017
1140,0393324141,3191177.0,The Sisters: The Saga of the Mitford Family,None,Mary S. Lovell,Biography & Autobiography,"A portrait of the Mitford sisters follows Jessica, a communist; Debo, the Duchess of Devonshire; Nancy, a best-selling novelist; Diana, who was the most hated woman in England; and Unity, who was obsessed with Adolf Hitler.",3.97,611.0,8003.5,0,-1.0,-1.0,-1.0,W.W. Norton & Company,5/20/2003,"Mitford family, Mitford Nancy 1904 1973, Mitford Jessica 1917 1996, Mitford Unity 1914 1948, Great Britain Biography",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0
1141,044669567X,3193157.0,Strip Tease,None,Carl Hiaasen,Fiction,"Murder, politics, and G-strings collide in this caper from the bestselling author of Tourist Season. Hilarity and chaos break out in a strip joint when a bachelor party gets out of hand, making the drunken guest of honor a threat to ""big money"" and ""big government.""",3.84,464.0,12239.5,0,-1.0,-1.0,-1.0,Grand Central Publishing,3/1/2005,"Legislators Fiction, Extortion Fiction, Stripteasers Fiction, Adventure fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0
1142,1400079497,3193604.0,The Plot Against America,None,Philip Roth,Fiction,"In a novel of alternative history, aviation hero Charles A. Lindbergh defeats Franklin Roosevelt in the 1940 presidential election, negotiating an accord with Adolf Hitler and accepting his conquest of Europe and anti-Semitic policies.",3.76,391.0,32295.5,0,-1.0,-1.0,-1.0,Vintage International,9/27/2005,"Lindbergh Charles A Charles Augustus 1902 1974 Fiction, Presidents United States Fiction, Presidents Election Fiction, Jews United States Fiction, Jewish families Fiction, Newark N J Fiction, Antisemitism Fiction, Jewish fiction, Political fiction, Alternative histories Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,133.0
1143,089281800X,3195706.0,Psychonavigation,Techniques for Travel Beyond Time,John Perkins,"Body, Mind & Spirit","After 'Hit Man' The New York Times bestseller Confessions of an Economic Hit Man documents John Perkins’ extraordinary career as a globe-trotting economic hit man. Perkins’ insider’s view leads him to crisis of conscience--to the realization that he must devote himself to work which will foster a world-wide awareness of the sanctity of indigenous peoples, their cultures, and their environments. Perkins’ books demonstrate how the age-old shamanic techniques of some of the world’s most primitive peoples have sparked a revolution in modern concepts about healing, the subconscious, and the powers each of us has to alter individual and communal reality. This groundbreaking book is John Perkins’s firsthand account of his experiences with the shamanic technique of psychonavigation--a method of traveling outside the body by means of visions and dream wanderings--and his encounters with the Shuar of the Amazon, the Quechua of the Andes, and the Bugis of Indonesia. Shuar shamans psychonavigate for the purposes of hunting and healing, while the Bugis, among the most renowned sailors of the world, use these techniques to navigate without the aid of charts and compasses. Perkins explains how these techniques work and how the people of these indigenous cultures psychonavigate to both distant physical destinations and sources of inner wisdom. Throughout history, psychonavigation has been practiced by highly creative minds such as Beethoven, Jung, and Einstein. Perkins’s riveting narrative takes us on a journey of personal discovery as he learns the great value of these techniques and their relevance not only to individual well-being, but to the health of the environment and of the world at large. He reveals how by attuning to the positive forces in nature and communicating with our inner guides we all can become psychonavigators, finding our way to wise decisions and developing innovative approaches to the challenges we face as individuals and a world community.",4.145,144.0,62.0,0,-1.0,-1.0,-1.0,Destiny Books,9/1/1999,"Decision making Psychic aspects, Orientation Psychic aspects, Astral projection, Visualization, Meditation",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
1144,0805079130,3201751.0,Saint-Exupéry,A Biography,Stacy Schiff,Biography & Autobiography,"Traces the life of the French author and pilot, depicts his complex personality, and looks at his contributions to the war effort.",4.035,560.0,201.5,0,-1.0,-1.0,-1.0,Holt Paperbacks,2/7/2006,"Saint Exup‚ry Antoine de 1900 1944, Authors French 20th century Biography, Air pilots France Biography",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1145,1400034299,3203976.0,The Dew Breaker,None,Edwidge Danticat,Fiction,"A scarred Brooklyn resident remembers his past life as a Haitian torturer in the 1960s, a period during which he waged personal and political battles before moving to New York, where his past continued to haunt him throughout his marriage and parenthood. By the award-winning author of The Farming of Bones. Reader's Guide available. Reprint. 50,000 first printing.",3.795,244.0,5777.5,0,-1.0,-1.0,-1.0,Vintage,3/8/2005,"Haiti Fiction, Haitian Americans Fiction, Brooklyn New York N Y Fiction, Torture Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0
1146,0312422733,3203981.0,A Feather on the Breath of God,A Novel,Sigrid Nunez,Fiction,"Growing up in a New York housing project during the 1950s and 1960s, a young woman, the child of multiethnic immigrant parents, escapes the problems of her life into a world of dreams shaped by her parents' stories, her own reading, and the ballet. Reprint.",3.89,192.0,467.5,0,-1.0,-1.0,-1.0,Picador,12/27/2005,"Young women Fiction, Chinese Americans Fiction, German Americans Fiction, Ballet dancers Fiction, New York N Y Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
1147,0679742581,3204055.0,Caramelo,A Novel,Sandra Cisneros,Fiction,"During her family's annual car trip from Chicago to Mexico City, Lala Reyes listens to stories about her family, including her grandmother, the descendant of famous shawl makers, one of which has come into Lala's possession.",3.895,441.0,9159.0,0,-1.0,-1.0,-1.0,Vintage,9/9/2003,"Mexican American families Fiction, Grandparent and child Fiction, Women Mexico Fiction, Chicago Ill Fiction, Grandmothers Fiction, Mexico Fiction, Girls Fiction, Domestic fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0
1148,0618710531,3207685.0,Three Nights in August,"Strategy, Heartbreak, and Joy, Inside the Mind of a Manager",H.G. Bissinger,Sports & Recreation,"The Pulitzer Prize-winning author of Friday Nights Lights chronicles a three-game series between baseball rivals Cardinals and Cubs, focusing particular attention on the stars of the game, Albert Pujols, Sammy Sosa, Mark Prior, and Scott Rolen. Reprint.",3.875,287.0,6715.0,0,-1.0,-1.0,-1.0,Mariner Books,4/4/2006,"La Russa Tony, St Louis Cardinals Baseball team, Chicago Cubs Baseball team",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
1149,0786886323,3208702.0,Carter Beats the Devil,None,Glen David Gold,Fiction,"A powerful and richly textured novel set in 1920 follows Charles Carter, a.k.a. Carter the Great, who has become a master illusionist borne out of loneliness and desperation, as he creates the most outrageous stunt of all involving President Harding--one that could cause his downfall. Reprint. 100,000 first printing.",4.09,483.0,10943.5,0,-1.0,-1.0,-1.0,Hyperion,9/18/2002,"Carter Charles J Charles Joseph 1874 1936 Fiction, Harding Warren G Warren Gamaliel 1865 1923 Fiction, Presidents Fiction, Magicians Fiction, Alternative histories Fiction, Historical fiction, Detective and mystery fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0
1150,0805031499,3209474.0,Escape from Freedom,None,Erich Fromm,Political Science,The author analyzes what he considers to be contemporary man's fear of positive freedom and willingness to submit to totalitarianism.,4.24,301.0,7013.0,0,-1.0,-1.0,-1.0,Holt McDougal,9/15/1994,"Liberty, Democracy, Totalitarianism, Social psychology",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0
1151,044653109X,3217009.0,The Collectors,None,David Baldacci,Fiction,"""The assassination of the Speaker of the House sets the members of the Camel Club in a race to prevent a silent yet bloody coup in Washington""--Provided by the publisher",4.02,438.0,33587.5,0,-1.0,-1.0,-1.0,Warner Books,10/18/2006,"Stone Oliver Fictitious character Fiction, Camel Club Imaginary organization Fiction, Secret societies Fiction, United States Congress House Fiction, Legislators United States Fiction, Library of Congress Fiction, Washington D C Fiction, Political fiction, Thrillers Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0
1152,0743249305,3217225.0,The Favored Child,A Novel,Philippa Gregory,Fiction,"From #1 New York Times bestselling author and “queen of royal fiction” (USA TODAY) Philippa Gregory comes the thrilling sequel to the New York Times bestseller Wideacre as the once-great Lacey estate is restored to its former grandeur—though not without cost. The Wideacre estate is bankrupt. The villagers are living in poverty and formerly stunning hall is a smoke-blackened ruin. But, in the Dower House nearby, two children are being raised in protected innocence. Equal claimants to the estate, rivals for the love of the village, they are tied by a secret childhood betrothal but forbidden to marry. Only one can be the favored child—only one can inherit the magical understanding between the land and the Lacey family that can make the Sussex village grow green again. Only one can be Beatrice Lacey’s true heir. Sensual, gripping, and mystical, The Favored Child irresistibly sweeps the reader into a world of secrets, betrayals, and power in this revolutionary period of English history.",3.615,624.0,9536.5,0,-1.0,-1.0,-1.0,Washington Square Press,7/2/2003,"Great Britain History 18th century Fiction, Inheritance and succession Fiction, Administration of estates Fiction, Country homes Fiction, Young women Fiction, Historical fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0
1153,0743249291,3217251.0,Wideacre,A Novel,Philippa Gregory,Fiction,"As an eighteenth-century Englishwoman without property rights, Beatrice Lacey is destined to lose what she loves most--her family's ancestral estate of Wideacre--unless her ambitious schemes succeed. Reprint. 60,000 first printing.",3.3,656.0,18741.0,0,-1.0,-1.0,-1.0,Washington Square Press,7/2/2003,"Inheritance and succession Fiction, Administration of estates Fiction, Sussex England Fiction, Country homes Fiction, Women Fiction, Historical fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0
1154,006056668X,3220170.0,Fluke,"Or, I Know Why the Winged Whale Sings",Christopher Moore,Fiction,"Just why do humpback whales sing? That's the question that has marine behavioral biologist Nate Quinn and his crew poking, charting, recording, and photographing very big, wet, gray marine mammals. Until the extraordinary day when a whale lifts its tail into the air to display a cryptic message spelled out in foot-high letters: Bite me. Trouble is, Nate's beginning to wonder if he hasn't spent just a little too much time in the sun. 'Cause no one else on his team saw a thing -- not his longtime partner, Clay Demodocus; not their saucy young research assistant; not even the spliff-puffing white-boy Rastaman Kona (né Preston Applebaum). But later, when a roll of film returns from the lab missing the crucial tail shot -- and his research facility is trashed -- Nate realizes something very fishy indeed is going on. By turns witty, irreverent, fascinating, puzzling, and surprising, Fluke is Christopher Moore at his outrageous best.",3.75,321.0,35111.5,0,-1.0,-1.0,-1.0,Harper,6/15/2004,"Human animal relationships Fiction, Midlife crisis Fiction, Humpback whale Fiction, Whale sounds Fiction, Hawaii Fiction, Psychological fiction, Humorous fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0
1155,0300093055,3221450.0,Long Day's Journey into Night,None,Eugene O'Neill,Drama,A play about a family of four psychologically disturbed people reveals aspects of the author's own life.,4.07,179.0,31814.0,0,-1.0,-1.0,-1.0,Yale University Press,2/8/2002,Families Drama,acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
1156,0060957352,3222009.0,The Darling,A Novel,Russell Banks,Fiction,"Set in Liberia and the United States from 1975 through 1991, The Darling is the story of Hannah Musgrave, a political radical and member of the Weather Underground. Hannah flees America for West Africa, where she and her Liberian husband become friends of the notorious warlord and ex-president, Charles Taylor. Hannah's encounter with Taylor ultimately triggers a series of events whose momentum catches Hannah's family in its grip and forces her to make a heartrending choice.",3.78,400.0,1962.5,0,-1.0,-1.0,-1.0,Harper Perennial,10/11/2005,"Americans Liberia Fiction, Human animal relationships Fiction, Endangered species Fiction, Women Liberia Fiction, Animal welfare Fiction, Chimpanzees Fiction, Liberia Fiction, Psychological fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
1157,0140448071,3222010.0,Dead Souls,None,Nikolay Gogol,Fiction,"In a new translation of the comic classic of Russian literature, Chichikov, an enigmatic stranger and schemer, buys deceased serfs' names from their landlords' poll tax lists hoping to mortgage them for profit and to reinvent himself as a gentleman. Reprint.",3.99,488.0,46764.5,0,-1.0,-1.0,-1.0,Penguin Classics,7/29/2004,"Russia Social life and customs 1533 1917 Fiction, Swindlers and swindling Russia Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0
1158,0679409963,3222011.0,Doctor Faustus,None,Thomas Mann,Fiction,(Book Jacket Status: Not Jacketed) Introduction by T. J. Reed; Translation by H. T. Lowe-Porter,4.08,580.0,87.0,0,-1.0,-1.0,-1.0,Everyman's Library,6/2/1992,"Germany History 1789 1900 Fiction, Germany History 20th century Fiction, Political fiction, Allegories, Historical fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1159,0140115854,3222031.0,Moon Palace,None,Paul Auster,Fiction,"Marco Stanley Fogg, an orphan of the sixties, travels from Manhattan to Utah in search of himself",3.96,320.0,15346.5,0,-1.0,-1.0,-1.0,Penguin Books,4/1/1990,"Invalids Fiction, Bildungsromans",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0
1160,0375706674,3222034.0,No Country for Old Men,None,Cormac McCarthy,Fiction,"Stumbling upon a bloody massacre, a cache of heroin, and more than two million in cash during a hunting trip, Llewelyn Moss removes the money, a decision that draws him and his young wife into the middle of a violent confrontation.",4.135,309.0,117414.5,0,-1.0,-1.0,-1.0,Vintage,7/11/2006,"Drug traffic Fiction, Treasure troves Fiction, Sheriffs Fiction, Texas Fiction, Psychological fiction, Thrillers Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,56.0
1161,0141180633,3222057.0,Vineland,None,Thomas Pynchon,Fiction,Zoyd Wheeler's old nemesis arrives in Vineland hoping to use Zoyd's daughter as a pawn to track down Zoyd's ex-wife,3.685,385.0,685.0,0,-1.0,-1.0,-1.0,Penguin Classics,9/1/1997,California Northern Fiction,acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0
1162,0822210347,3222359.0,Six Degrees of Separation,None,John Guare,Drama,"THE STORY: Inspired by a true story, the play follows the trail of a young black con man, Paul, who insinuates himself into the lives of a wealthy New York couple, Ouisa and Flan Kittredge, claiming he knows their son at college. Paul tells them he",4.0,74.0,238.0,0,-1.0,-1.0,-1.0,Dramatists Play Service,12/1/1995,"Impostors and imposture Drama, Deception Drama, Fame Drama, Art dealers United States Drama, Rich people United States Drama, Manhattan New York N Y Drama",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
