,isbn10,BibNum,title,subtitle,authors,categories,description,avg_rating,num_pages,num_ratings,best_seller,rank,price,weeks_on_list,publisher,publication_date,Subjects,ItemType,Checkouts_2005,Checkouts_2006,Checkouts_2007,Checkouts_2008,Checkouts_2009,Checkouts_2010,Checkouts_2011,Checkouts_2012,Checkouts_2013,Checkouts_2014,Checkouts_2015,Checkouts_2016,Checkouts_2017
1098,0143034758,3135811.0,Alexander Hamilton,None,Ron Chernow,Biography & Autobiography,"The personal life of Alexander Hamilton, an illegitimate, largely self-taught orphan from the Caribbean who rose to become George Washington's aide-de-camp and the first Treasury Secretary of the United States, is captured in a definitive biography by the National Book Award-winning author of The House of Morgan. Reprint.",4.235,818.0,89673.0,1,2.0,0.0,93.0,Penguin Books,3/29/2005,"Hamilton Alexander 1757 1804, Statesmen United States Biography, United States Politics and government 1783 1809",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,435.0,444.0
1099,0060957263,3135902.0,Beauty,The Invisible Embrace,John O'Donohue,"Body, Mind & Spirit","Beauty does not linger, it only visits. Yet beauty's visitation affects us and invites us into its rhythm, it calls us to feel, think, and act beautifully in the world: to create and live a life that awakens the Beautiful. Beauty is a gentle but urgent call to awaken. Bestselling author John O'Donohue opens our eyes, hearts, and minds to the wonder of our own relationship with beauty by exposing the infinity and mystery of its breadth. His words return us to the dignity of silence, profundity of stillness, power of thought and perception, and the eternal grace and generosity of beauty's presence. In this masterful and revelatory work, O'Donohue encourages our greater intimacy with beauty and celebrates it for what it really is: a homecoming of the human spirit. As he focuses on the classical, medieval, and Celtic traditions of art, music, literature, nature, and language, O'Donohue reveals how beauty's invisible embrace invites us toward new heights of passion and creativity even in these uncertain times of global conflict and crisis.",4.46,261.0,650.0,0,-1.0,-1.0,-1.0,Harper Perennial,3/1/2005,Aesthetics Psychological aspects,acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,46.0,27.0
1100,0312890184,3135930.0,Sword & Citadel,The Second Half of 'The Book of the New Sun',Gene Wolfe,Fiction,"""The Citadel of the Autarch brings The Book of the New sun to its harrowing conclusion, as Severiain clashes in a final reckoning with the dread Autarch, fulfilling an ancient prophesy that will alter forever the realm known as Urth."" -- Back cover.",4.3149999999999995,411.0,9264.5,0,-1.0,-1.0,-1.0,Orb Books,10/15/1994,"Fantasy fiction, Science fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,13.0
1101,0060935553,3138421.0,One Matchless Time,A Life of William Faulkner,Jay Parini,Biography & Autobiography,"William Faulkner was a literary genius, and one of America's most important and influential writers. Drawing on previously unavailable sources -- including letters, memoirs, and interviews with Faulkner's daughter and lovers -- Jay Parini has crafted a biography that delves into the mystery of this gifted and troubled writer. His Faulkner is an extremely talented, obsessive artist plagued by alcoholism and a bad marriage who somehow transcends his limitations. Parini weaves the tragedies and triumphs of Faulkner's life in with his novels, serving up a biography that's as engaging as it is insightful.",3.97,528.0,188.5,0,-1.0,-1.0,-1.0,Harper Perennial,6/14/2005,"Faulkner William 1897 1962, Novelists American 20th century Biography",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1102,0470008296,3138443.0,Jane Austen For Dummies,None,Joan Elizabeth Klingel Ray,Biography & Autobiography,"Explains Austen's methods, motivations, and morals The fun and easy way(r) to understand and enjoy Jane Austen Want to know more about Jane Austen? This friendly guide gives the scoop on her life, works, and lasting impact on our culture. It chronicles the events of her brief life, examines each of her novels, and looks at why her stories - of women and marriage, class and money, scandal and hypocrisy, emotion and satire - still have meaning for us today. Discover * Why Austen is so popular * The impact on manners, courtships, and dating * Love and life in Austen's world * Her life and key influences * Her most memorable characters",4.025,362.0,520.5,0,-1.0,-1.0,-1.0,John Wiley,8/1/2006,"Austen Jane 1775 1817, Novelists English 19th century Biography",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0
1103,0684854465,3138444.0,Mad Cowboy,Plain Truth from the Cattle Rancher Who Won't Eat Meat,Howard F. Lyman/Glen Merzer,Health & Fitness,"The former cattle rancher whose appearance on ""The Oprah Winfrey Show"" sparked a lawsuit against both him and Winfrey exposes the hazardous practices of the cattle and dairy industries.",4.13,224.0,1840.5,0,-1.0,-1.0,-1.0,Scribner,8/2/2001,"Vegetarianism, Meat Health aspects",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,9.0
1104,1400078474,3144046.0,Love,A Novel,,Fiction,"The epitome of a group of women's ideals about love, fatherhood, and friendship, wealthy hotel owner Bill Cosey finds his life compromised by his troubled past and his feelings about a spellbinding woman named Celestial. Reader's Guide available. Reprint. 200,000 first printing.",3.74,224.0,7337.5,0,-1.0,-1.0,-1.0,Vintage,1/4/2005,"African American women Fiction, Seaside resorts Fiction, Hotelkeepers Fiction, Rich people Fiction, Death Fiction, Love stories",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,15.0
1105,0385491034,3144053.0,The Robber Bride,None,Margaret Atwood,Fiction,The story of three women living in Toronto explores the paradox of woman as villain,3.83,528.0,33974.0,0,-1.0,-1.0,-1.0,Anchor,1/20/1998,"Women Canada Fiction, Friendship Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,25.0
1106,1565125606,3144064.0,Water for Elephants,A Novel,Sara Gruen,Fiction,"Ninety-something-year-old Jacob Jankowski remembers his time in the circus as a young man during the Great Depression, and his friendship with Marlena, the star of the equestrian act, and Rosie, the elephant, who gave them hope. Reader's Guide included. Reprint.",4.085,335.0,1229329.5,1,5.0,13.95,132.0,Algonquin Books,5/1/2007,"Circus Fiction, Depressions 1929 Fiction, Circus performers Fiction, Historical fiction, Love stories",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,46.0
1107,0312861877,3145246.0,Xenocide,Volume Three of the Ender Quintet,Orson Scott Card,Fiction,"The war for survival of the planet Lusitania will be fought in the heart of a child named Gloriously Bright. On Lusitania, Ender found a world where humans and pequininos and the Hive Queen could all live together; where three very different intelligent species could find common ground at last. Or so he thought. Lusitania also harbors the descolada, a virus that kills all humans it infects, but which the pequininos require in order to become adults. The Startways Congress so fears the effects of the descolada, should it escape from Lusitania, that they have ordered the destruction of the entire planet, and all who live there. The Fleet is on its way, a second xenocide seems inevitable. Xenocide is the third novel in Orson Scott Card's Ender Quintet.",3.79,592.0,117799.0,0,-1.0,-1.0,-1.0,Tor Books,7/15/1996,"Wiggin Ender Fictitious character Fiction, Wiggin Peter Fictitious character Fiction, Science fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17.0
1108,0765304740,3145247.0,Children of the Mind,None,Orson Scott Card,Fiction,"In the conclusion of the Ender saga, Ender Wiggin confronts his ultimate challenge when his adopted world, Lusitania, is threatened by his old planet-destroying weapon, and his computer intelligence ally, Jane, is about to be killed off by the Starways Congress. Reprint. 20,000 first printing.",3.755,370.0,83570.5,0,-1.0,-1.0,-1.0,Tor Books,8/24/2002,"Wiggin Ender Fictitious character Fiction, Wiggin Peter Fictitious character Fiction, Space warfare Fiction, Science fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,14.0
1109,0316010766,3146138.0,Oblivion,Stories,David Foster Wallace,Fiction,"In the stories that make up Oblivion, David Foster Wallace joins the rawest, most naked humanity with the infinite involutions of self-consciousness--a combination that is dazzlingly, uniquely his. These are worlds undreamt-of by any other mind. Only David Foster Wallace could convey a father's desperate loneliness by way of his son's daydreaming through a teacher's homicidal breakdown (""The Soul Is Not a Smithy""). Or could explore the deepest and most hilarious aspects of creativity by delineating the office politics surrounding a magazine profile of an artist who produces miniature sculptures in an anatomically inconceivable way (""The Suffering Channel""). Or capture the ache of love's breakdown in the painfully polite apologies of a man who believes his wife is hallucinating the sound of his snoring (""Oblivion""). Each of these stories is a complete world, as fully imagined as most entire novels, at once preposterously surreal and painfully immediate.",4.07,329.0,10422.0,0,-1.0,-1.0,-1.0,Back Bay Books,8/30/2005,Short stories,acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,45.0,19.0
1110,0385732333,3146433.0,Cuba 15,None,Nancy Osa,Juvenile Fiction,"Violet Paz, a Chicago high school student, reluctantly prepares for her upcoming ""quince,"" a Spanish nickname for the celebration of an Hispanic girl's fifteenth birthday.",3.45,304.0,1041.0,0,-1.0,-1.0,-1.0,Ember,3/8/2005,"Quincea¤era Social custom Juvenile fiction, Cuban Americans Juvenile fiction, High schools Juvenile fiction, Quincea¤era Social custom Fiction, Cuban Americans Fiction, High schools Fiction, Schools Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
1111,0767910435,3146526.0,Bryson's Dictionary of Troublesome Words,None,Bill Bryson,Language Arts & Disciplines,"A revised and updated edition of a humorous primer on the English language, expanded for an American audience, contains entries on correct and questionable usage, a glossary, and a pronunciation guide. Reprint. 25,000 first printing.",3.875,256.0,2054.0,0,-1.0,-1.0,-1.0,Broadway Books,9/14/2004,English language Usage Dictionaries,acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0
1112,0312862172,3146667.0,The Dark Descent,None,Clive Barker;Ray Bradbury,Fiction,"Traces the evolution of the horror story by presenting an anthology of works from the past and from current writers, with contributions from Stephen King, H.P. Lovecraft, Harlan Ellison, Charles L. Grant, and Clive Barker",4.255,1011.0,1975.0,0,-1.0,-1.0,-1.0,Tor Books,1/15/1997,"Horror fiction, Short stories",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0
1113,0689860072,3148915.0,Dragonsinger,None,Anne McCaffrey,Juvenile Fiction,"Menolly flees her home, because she is not permitted to make music there, and is taken by the Masterharper himself to Harpershall, where she learns that only her own self-doubt stands in her way.",4.28,288.0,34601.5,0,-1.0,-1.0,-1.0,Aladdin,4/1/2003,"Dragons Juvenile fiction, Pern Imaginary place Juvenile fiction, Young adult fiction",jcbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,19.0
1114,0743477553,3154574.0,Othello,None,William Shakespeare,Drama,"In Othello, Shakespeare creates powerful drama from a marriage between the exotic Moor Othello and the Venetian lady Desdemona that begins with elopement and mutual devotion and ends with jealous rage and death. Shakespeare builds many differences into his hero and heroine, including race, age, and cultural background. Yet most readers and audiences believe the couple's strong love would overcome these differences were it not for Iago, who sets out to destroy Othello. Iago's false insinuations about Desdemona's infidelity draw Othello into his schemes, and Desdemona is subjected to Othello's horrifying verbal and physical assaults. The authoritative edition of Othello from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, is now available as an ebook. Features include: · The exact text of the printed book for easy cross-reference · Hundreds of hypertext links for instant navigation · Freshly edited text based on the best early printed version of the play · Full explanatory notes conveniently placed on pages facing the text of the play · Scene-by-scene plot summaries · A key to famous lines and phrases · An introduction to reading Shakespeare’s language · Illustrations from the Folger Shakespeare Library’s vast holdings of rare books · An essay by a leading Shakespeare scholar providing a modern perspective on the pla",3.885,314.0,267441.5,0,-1.0,-1.0,-1.0,Simon  Schuster,1/1/2004,"Othello Fictitious character Drama, Interracial marriage Drama, Venice Italy Drama, Jealousy Drama, Muslims Drama, Tragedies Drama",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
1115,0743482778,3154623.0,Twelfth Night,None,William Shakespeare,Drama,"Background information about Shakespeare, Elizabethan theater, and the text accompany his play about unrequited love and mistaken identity.",3.98,246.0,135966.5,0,-1.0,-1.0,-1.0,Simon Schuster,7/1/2004,"Survival Drama, Brothers and sisters Drama, Illyria Drama, Twins Drama",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0
1116,0060088745,3154631.0,A Year in the Life of William Shakespeare,1599,James Shapiro,Biography & Autobiography,"1599 was an epochal year for Shakespeare and England Shakespeare wrote four of his most famous plays: Henry the Fifth, Julius Caesar, As You Like It, and, most remarkably, Hamlet; Elizabethans sent off an army to crush an Irish rebellion, weathered an Armada threat from Spain, gambled on a fledgling East India Company, and waited to see who would succeed their aging and childless queen. James Shapiro illuminates both Shakespeare’s staggering achievement and what Elizabethans experienced in the course of 1599, bringing together the news and the intrigue of the times with a wonderful evocation of how Shakespeare worked as an actor, businessman, and playwright. The result is an exceptionally immediate and gripping account of an inspiring moment in history.",4.09,333.0,2279.5,0,-1.0,-1.0,-1.0,Harper Perennial,6/13/2006,"Shakespeare William 1564 1616, Shakespeare William 1564 1616 Homes and haunts England London, Dramatists English Early modern 1500 1700 Biography, Theater England London History 16th century, Southwark London England Social life and customs, Shakespeare William 1564 1616 As you like it, Shakespeare William 1564 1616 Julius Caesar, Shakespeare William 1564 1616 Henry V, Shakespeare William 1564 1616 Hamlet, Globe Theatre London England 1599 1644",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0
1117,0618083618,3156498.0,J.R.R. Tolkien,Artist & Illustrator,Wayne G. Hammond;Christina Scull,Art,"A collection of more than two-hundred reproductions of Tolkien's drawings, sketches, and paintings explores his career as an artist.",4.135,224.0,8113.5,0,-1.0,-1.0,-1.0,Mariner Books,10/18/2000,"Tolkien J R R John Ronald Reuel 1892 1973 Criticism and interpretation, Tolkien J R R John Ronald Reuel 1892 1973 Hobbit Illustrations, Tolkien J R R John Ronald Reuel 1892 1973 Lord of the rings Illustrations, Middle Earth Imaginary place in art",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
1118,0451166582,3161327.0,The Eyes of the Dragon,A Story,Stephen King,Fiction,"After Flagg, the evil court magician, sees a mouse chance upon a grain of dragon sand behind Prince Peter's shelves and die--as did the king--in fire and smoke, he plots to imprison Peter in the Needle and seize control of the kingdom. Reissue.",3.93,380.0,2887.0,0,-1.0,-1.0,-1.0,Signet Book,12/8/1987,"Dragons Fiction, Wizards Fiction, Good and evil Fiction, Princes Fiction, Inheritance and succession Fiction, Fantasy",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0
1119,0684841258,3161336.0,God Knows,None,Joseph Heller,Fiction,"Joseph Heller's powerful, wonderfully funny, deeply moving novel is the story of David -- yes, King David -- but as you've never seen him before. You already know David as the legendary warrior king of Israel, husband of Bathsheba, and father of Solomon; now meet David as he really was: the cocky Jewish kid, the plagiarized poet, and the Jewish father. Listen as David tells his own story, a story both relentlessly ancient and surprisingly modern, about growing up and growing old, about men and women, and about man and God. It is quintessential Heller.",3.8,368.0,2944.0,0,-1.0,-1.0,-1.0,Simon  Schuster,11/12/1997,"David King of Israel Fiction, Bible Old Testament History of Biblical events Fiction, Israel Kings and rulers Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0
1120,0451207793,3161352.0,The Key to Rebecca,None,Ken Follett,Fiction,"While Rommel's army bears down on Cairo, a ruthless Nazi agent called ""The Sphinx"" prowls the city's ancient streets to pave the way for an invasion, with no one to stand in his way but a luckless British officer and a Jewish girl, in the classic suspense novel of World War II. Reprint.",3.885,352.0,19000.0,0,-1.0,-1.0,-1.0,NAL,2/4/2003,"World War 1939 1945 Secret service Fiction, Spy stories",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,17.0
1121,0440416884,3161653.0,Harriet Spies Again,None,Helen Ericson,Juvenile Fiction,"When her married nanny returns to take care of her while her parents are away in France, Harriet hears something curious that makes her think Ole Golly is in some sort of trouble.",3.835,256.0,1338.0,0,-1.0,-1.0,-1.0,Yearling,8/26/2003,"Schools Juvenile fiction, Harriet the Spy Fictitious character Juvenile fiction, Humorous stories",jcbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,19.0
1122,0684825007,3163416.0,Italians,None,Luigi Barzini,History,Examines the character and history of the Italian people.,3.84,352.0,568.0,0,-1.0,-1.0,-1.0,Touchstone,7/3/1996,"National characteristics Italian, Italy Social life and customs",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0
1123,1585425249,3164124.0,Fear of Fifty,A Midlife Memoir,Erica Jong,Biography & Autobiography,"The well-known author of Fear of Flying comments on some of the immense changes that her generation has faced, in such areas as dating, marriage, monogamy, lust, love, and sexual relations. Reprint.",3.5549999999999997,329.0,450.0,0,-1.0,-1.0,-1.0,Tarcherperigee,9/7/2006,"Jong Erica, Women authors American 20th century Biography",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
1124,1555973035,3165011.0,Some Ether,Poems,Nick Flynn,Poetry,"Winner of a ""Discovery""/The Nation Award Winner of the 1999 PEN/Joyce Osterweil Award for Poetry Some Ether is one of the more remarkable debut collections of poetry to appear in America in recent memory. As Mark Doty has noted, ""these poems are more than testimony; in lyrics of ringing clarity and strange precision, Flynn conjures a will to survive, the buoyant motion toward love which is sometimes all that saves us. Some Ether resonates in the imagination long after the final poem; this is a startling, moving debut.""",4.16,85.0,1665.5,0,-1.0,-1.0,-1.0,Graywolf Press,5/1/2000,"Poetry, American poetry 20th century, Poetry",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
1125,0689834195,3166000.0,Salt in His Shoes,Michael Jordan in Pursuit of a Dream,Deloris Jordan;Roslyn M. Jordan,Juvenile Nonfiction,"Young Michael Jordan, who is smaller than the other players, learns that determination and hard work are more important than size when playing the game of basketball.",4.205,32.0,1116.0,0,-1.0,-1.0,-1.0,Simon  Schuster Books for Young Readers,11/1/2003,"Jordan Michael 1963 Juvenile literature, Size Juvenile literature, Basketball Juvenile literature",jcbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,37.0
1126,0385333900,3167132.0,Jailbird,None,Kurt Vonnegut,Fiction,"A master of contemporary American literature, Vonnegut has authored 18 highly acclaimed books and dozens of short stories and essays. This wry tale follows bumbling bureaucrat Walter F. Starbuck from Harvard to the Nixon White House to the penitentiary as Watergate's least known co-conspirator.",3.815,310.0,17561.0,0,-1.0,-1.0,-1.0,Dial Press Trade Paperback,1/12/1999,"Watergate Affair 1972 1974 Fiction, Ex convicts Fiction, Trout Kilgore Fictitious character Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0
1127,0140153195,3167133.0,Justine,None,Lawrence Durrell,Fiction,"On the eve of World War II in the Egyptian city of Alexandria, an exiled Irish schoolteacher becomes involved with Justine, the Jewish wife of a Coptic Christian",3.895,253.0,5305.5,0,-1.0,-1.0,-1.0,Penguin Books,7/12/1991,"Alexandria Egypt Fiction, Love stories",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0
1128,0786884401,3170407.0,Betrayal of Trust,The Collapse of Global Public Health,Laurie Garrett,Medical,"Examines the coming crisis in global public health, demonstrating how a series of potentially devastating medical catastrophes could provide a global threat to all human life.",4.115,768.0,1111.5,0,-1.0,-1.0,-1.0,Hachette Books,8/15/2001,"World health, Medical policy, Epidemiology Popular works",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0
1129,068987040X,3170911.0,Amelia's 6th-Grade Notebook,None,Marissa Moss,Juvenile Fiction,"Problems arise for Amelia when she starts sixth grade at the same middle school where her older sister Cleo is an eighth-grader, and she gets the school's meanest teacher for three of her classes.",4.015,80.0,620.5,0,-1.0,-1.0,-1.0,Simon  Schuster/Paula Wiseman Books,7/1/2005,"Schools Juvenile fiction, Sisters Juvenile fiction, Teachers Juvenile fiction, Diaries Juvenile fiction, Schools Fiction, Sisters Fiction, Teachers Fiction, Diaries Fiction",jcbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
1130,0060894083,3171875.0,Genome,The Autobiography of a Species in 23 Chapters,Matt Ridley,Science,"The genome's been mapped. But what does it mean? Arguably the most significant scientific discovery of the new century, the mapping of the twenty-three pairs of chromosomes that make up the human genome raises almost as many questions as it answers. Questions that will profoundly impact the way we think about disease, about longevity, and about free will. Questions that will affect the rest of your life. Genome offers extraordinary insight into the ramifications of this incredible breakthrough. By picking one newly discovered gene from each pair of chromosomes and telling its story, Matt Ridley recounts the history of our species and its ancestors from the dawn of life to the brink of future medicine. From Huntington's disease to cancer, from the applications of gene therapy to the horrors of eugenics, Matt Ridley probes the scientific, philosophical, and moral issues arising as a result of the mapping of the genome. It will help you understand what this scientific milestone means for you, for your children, and for humankind.",4.035,344.0,20386.0,0,-1.0,-1.0,-1.0,Harper Perennial,5/30/2006,"Human genome Popular works, Human genetics Popular works",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0
1131,0553383434,3172304.0,Interface,None,Neal Stephenson;Frederick George,Fiction,"In a near-future political thriller, a network of investors has a vested and sinister interest in the presidential race, and together the shadowy coalition attempts to control the worldwide economy by using a special biochip implant to control the mind of a presidential candidate. Originally written under the pseudonym of Stephen Bury. Reissue. 30,000 first printing.",3.675,640.0,4651.5,0,-1.0,-1.0,-1.0,Spectra,5/31/2005,"Presidents Election Fiction, Political campaigns Fiction, Political fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0
1132,0060899220,3176845.0,Kitchen Confidential Updated Ed,Adventures in the Culinary Underbelly,Anthony Bourdain,Biography & Autobiography,"A deliciously funny, delectably shocking banquet of wild-but-true tales of life in the culinary trade from Chef Anthony Bourdain, laying out his more than a quarter-century of drugs, sex, and haute cuisine—now with all-new, never-before-published material",4.0649999999999995,312.0,176294.0,1,5.0,0.0,55.0,Ecco/Harper Perennial,1/9/2007,"Bourdain Anthony, Cooks New York State New York Biography",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,83.0
1133,0553381695,3179986.0,A Clash of Kings,None,George R.R. Martin,Fiction,"With his estate divided and his family scattered, Lord Eddard Stark returns to his territory to fight an ancient spell that is slowly devouring what is left of his land. Reprint.",4.41,969.0,618888.0,0,-1.0,-1.0,-1.0,Bantam,5/28/2002,"Alchemy Fiction, Kings and rulers Fiction, Imaginary wars and battles Fiction, Fantasy fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,92.0
1134,0553580337,3180162.0,Dune,House Corrino,Brian Herbert/Kevin J. Anderson,Fiction,"Chronicles the origins of the rivalry between Duke Leto and Baron Vladimir Harkonnen, the actions that transformed Duncan Idaho and Gurney Halleck into heroes, the birth of Paul Atreides, and the creation of the tyrannical Padishah Emperor Shaddam Corrino",3.675,667.0,12104.5,0,-1.0,-1.0,-1.0,Spectra Books,8/27/2002,"Dune Imaginary place Fiction, Science fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0
1135,0553380958,3180281.0,Snow Crash,None,Neal Stephenson,Fiction,"In twenty-first-century America, a teenaged computer hacker finds himself fighting a computer virus that battles virtual reality technology and a deadly drug that turns humans into zombies.",4.03,438.0,187796.5,0,-1.0,-1.0,-1.0,Bantam Books,8/2/2000,"Hackers Fiction, Computer viruses Fiction, Cyberpunk culture Fiction, Cyberspace Fiction, Virtual reality Fiction, Mythology Sumerian Fiction, Science fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,57.0
1136,0440415802,3182299.0,Summer of the Monkeys,None,Wilson Rawls,Juvenile Fiction,Fourteen-year-old Jay tries to recover a group of wily monkeys escaped from a circus train in the hopes the reward will buy him the gun and pony he has so long wanted.,4.03,288.0,10930.5,0,-1.0,-1.0,-1.0,Yearling,12/29/1998,"Oklahoma Juvenile fiction, Monkeys Juvenile fiction, Monkeys Fiction, Oklahoma Fiction",jcbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0
1137,0425213382,3183209.0,Cause of Death,None,Patricia Daniels Cornwell,Fiction,"The mysterious death of diver Ted Eddings, an investigative reporter, and the murder of a morgue assistant driving her car lead medical examiner Kay Scarpetta, her niece, and police captain Pete Marino on the trail of a deadly supremacist group.",3.93,356.0,38394.0,0,-1.0,-1.0,-1.0,Berkley Books,1/2/2007,"Scarpetta Kay Fictitious character Fiction, Medical examiners Law Virginia Fiction, Women detectives Virginia Fiction, Virginia Fiction, Mystery fiction, Medical novels, Legal stories",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0
1138,0226142698,3184612.0,Lost Prophet,The Life and Times of Bayard Rustin,John D'Emilio,Biography & Autobiography,A biographical tour de force on one of the 20th century's bravest civil rights champions. Critically heralded American historian D'Emilio brings Bayard Rustin out of the shadows of the past to tell the story of a man who was a victim of homophobic prejudice.,4.2,592.0,581.5,0,-1.0,-1.0,-1.0,University of Chicago Press,10/1/2004,"Rustin Bayard 1912 1987, African Americans Biography, African American civil rights workers Biography, African American pacifists Biography, African American gay men Biography, African Americans Civil rights History 20th century, Civil rights movements United States History 20th century, Nonviolence United States History 20th century, Homosexuality United States History 20th century, Homophobia United States History 20th century",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1139,0940322714,3191157.0,Letters: Summer 1926,"Boris Leonidovich Pasternak, Marina Tsvetayeva, Rainer Maria Rilke",Boris Pasternak/Marina Tsvetaeva/Rainer Maria Rilke,Biography & Autobiography,"Edited by Yevgeny Pasternak, Yelena Pasternak, and Konstantin M. Azadovsky The summer of 1926 was a time of trouble and uncertainty for each of the three poets whose correspondence is collected in this moving volume. Marina Tsvetayeva was living in exile in France and struggling to get by. Boris Pasternak was in Moscow, trying to come to terms with the new Bolshevik regime. Rainer Maria Rilke, in Switzerland, was dying. Though hardly known to each other, they began to correspond, exchanging a series of searching letters in which every aspect of life and work is discussed with extraordinary intensity and passion. Letters: Summer 1926 takes the reader into the hearts and minds of three of the twentieth century's greatest poets at a moment of maximum emotional and creative pressure.",4.265,380.0,175.5,0,-1.0,-1.0,-1.0,NYRB Classics,10/31/2001,"Pasternak Boris Leonidovich 1890 1960 Correspondence, TSvetaeva Marina 1892 1941 Correspondence, Rilke Rainer Maria 1875 1926 Correspondence, Authors German 20th century Correspondence, Authors Russian 20th century Correspondence",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
