ISBN,Title,Author,Publisher,Publication Year,Subjects
0805091289,The good son : a novel,"Gruber, Michael, 1940-","Henry Holt and Co.,",2010,Fiction Pakistan
1608196119,The Finkler question,"Jacobson, Howard","Bloomsbury,",2010,Fiction
0385732317,A great and terrible beauty,"Bray, Libba","Delacorte Press,",2005,Fiction Juvenile fiction
006029101X,Clouds,"Rockwell, Anne F.","Collins,",2008,Clouds
1442420170,The Monstore,"Lazar, Tara.","Aladdin Simon & Schuster Childrens Books,",2013,Monsters
1416924353,Trucks roll!,"Lyon, George Ella, 1949-","Atheneum Books for Young Readers,",2007,Juvenile
1594631379,Lost at sea : the Jon Ronson mysteries,"Ronson, Jon, 1967-","Riverhead Books,",2012,Subculture
0374162573,Girlchild,"Hassman, Tupelo, 1973-","Farrar, Straus and Giroux,",2012,Fiction
0684801523,The great Gatsby,"Fitzgerald, F. Scott (Francis Scott), 1896-1940","Scribner Paperback Fiction,",1995,Long Island New
0399254536,My little train,"Ichikawa, Satomi","Philomel Books,",2010,Juvenile
1410490890,Barkskins,"Proulx, Annie","Thorndike Press,",2016,17th
0385352018,The attention merchants : the epic scramble to get inside our heads,"Wu, Tim","Knopf,",2016,History Advertising aspects
1631214519,Rick Steves Spain 2017.,"Steves, Rick, 1955-","Avalon Travel,",2016,Spain
1626722803,Star Scouts,"Lawrence, Mike (Comic Book artist),","First Second,",2017,Comic books strips
1101886722,Waking gods,"Neuvel, Sylvain, 1973-","Del Rey,",2017,Fiction
1594487286,The first Muslim : the story of Muhammad,"Hazleton, Lesley, 1945-","Riverhead Books,",2013,Muhammad
1442482664,Treasure in Trident City,"Dadey, Debbie","Aladdin,",2014,Fiction
1423108043,Princess Patty meets her match,"Harper, Charise Mericle","Disney, Hyperion,",2014,Fiction Juvenile Fairy
0545612691,The very cranky bear,"Bland, Nick, 1973-","Orchard Books, an imprint of Scholastic Inc.,",2014,Juvenile fiction
162779199X,The sasquatch hunter's almanac : a novel,"Shields, Sharma.","Henry Holt and Company,",2015,Fiction
0316298492,Ways to disappear : a novel,"Novey, Idra","Little, Brown and Company,",2016,Fiction
0802854834,Mrs. White Rabbit,"Bachelet, Gilles","Eerdmans Books for Young Readers,",2017,Juvenile fiction Fiction
045147449X,Etched in bone,"Bishop, Anne","ROC,",2017,Fiction
0544838297,"Food freedom forever : letting go of bad habits, guilt, and anxiety around food","Hartwig, Melissa","Houghton Mifflin Harcourt,",2016,Diet
1476795045,"Far and away : reporting from the brink of change : seven continents, twenty-five years","Solomon, Andrew, 1963-","Scribner,",2016,Social
148478555X,Camp Half-Blood confidential : your real guide to the demigod training camp,"Riordan, Rick","Disney-Hyperion,",2017,Mythology Greek Juvenile
0316253014,An astronaut's guide to life on Earth,"Hadfield, Chris, 1959-","Little, Brown and Company,",2013,Hadfield
1619634724,Apocalypse meow meow,"Proimos, James, III","Bloomsbury,",2015,Comic books strips
1596430532,"Dog and Bear : two friends, three stories","Seeger, Laura Vaccaro","Roaring Brook Press,",2007,Fiction
0312559119,Though not dead,"Stabenow, Dana","Minotaur Books,",2011,Fiction Alaska
0385349424,This must be the place,"O'Farrell, Maggie, 1972-","Alfred A. Knopf,",2016,Families
0316229261,The obelisk gate,"Jemisin, N. K.","Orbit,",2016,Fiction
1476739218,On trails,"Moor, Robert (Environmental journalist)","Simon & Schuster,",2016,Philosophy
1250054583,Cat nap,"Yuly, Toni","Feiwel and Friends,",2016,Juvenile fiction Fiction
0316073067,Crocs!,"Greenberg, David (David T.)","Little, Brown,",2008,Juvenile
0618535780,Prehistoric actual size,"Jenkins, Steve, 1952-","Houghton Mifflin,",2005,Dinosaurs
1579653774,Ad Hoc at home,"Keller, Thomas","Artisan Books,",2009,Cooking
0525421904,The Loopy Coop hens,"Stoeke, Janet Morgan","Dutton Children's Books,",2011,Chickens
1601150466,Amazing eggs,"Hodgkins, Fran, 1964-","Treasure Bay,",2011,Eggs
141970186X,The council of mirrors,"Buckley, Michael, 1969-","Amulet Books,",2012,Juvenile fiction Grimm
1596438444,Poor Puppy and Bad Kitty,"Bruel, Nick","Roaring Brook,",2012,Fiction
1434240983,Demons of deep space,"Sutton, Laurie","Capstone Stone Arch Books,",2012,Juvenile fiction
1467711411,Two shy pandas,"Jarman, Julia","Andersen Press USA : Distributed in the U.S. by Lener Pub. Group,",2013,Juvenile fiction
0316018783,"I, Alex Cross : a novel","Patterson, James, 1947-","Little, Brown and Co.,",2009,Fiction Washington D
0312616260,The blood of an Englishman,"Beaton, M. C.","Minotaur Books,",2014,Fiction England Cotswold
0545522447,Hunted,"Stiefvater, Maggie, 1981-","Scholastic Inc.,",2014,fiction Juvenile
163140203X,"My Little Pony, friendship is magic. Volume 6","Anderson, Ted","IDW Publishing,",2015,Comic books strips
0545835569,The Queen's hat,"Antony, Steve","Scholastic Press,",2015,Juvenile fiction England
1481432176,Doozers stick with it,"Shaw, Natalie","Simon Spotlight,",2015,Building Juvenile fiction
0316133973,Days of blood & starlight,"Taylor, Laini","Little, Brown and Co.,",2012,Juvenile fiction Greek
1467793094,Slug needs a hug,"Willis, Jeanne","Andersen Press Picture Books,",2015,Juvenile fiction Fiction
1594489769,The surrendered,"Lee, Chang-rae","Riverhead Books,",2010,Fiction New York
081098430X,The inside story,"Buckley, Michael, 1969-","Amulet Books,",2010,Juvenile fiction Grimm
0763650390,Peep and Ducky,"Martin, David, 1944-","Candlewick Press,",2013,Fiction
0763655295,Ghost in the house,"Paquette, Ammi-Joan","Candlewick Press,",2013,Juvenile fiction
031608915X,Substitute Creacher,"Gall, Chris","Little, Brown,",2011,Juvenile fiction
0307377342,Sum : forty tales from the afterlives,"Eagleman, David","Pantheon Books,",2009,Future
1481461648,How airplanes get from here... to there!,"Brown, Jordan","Simon Spotlight,",2016,Airplanes
1481420860,"Surprise, Trojans! : the story of the Trojan horse","Holub, Joan","Simon Spotlight,",2014,Trojan horse Greek
1465444564,Sea otters,0,"DK Publishing,",2016,Sea
0316309141,"LEGO Bionicle. [2], Battle of the mask makers","Windham, Ryder","Little, Brown and Company",2016,Comic books strips
0062030310,"Prague winter : a personal story of remembrance and war, 1937-1948","Albright, Madeleine Korbel","Harper,",2012,Czech Republic Prague
0802737595,Dragon's extraordinary egg,"Gliori, Debi","Bloomsbury,",2014,Juvenile fiction Fiction
1561458678,Stanley the mailman,"Bee, William","Peachtree,",2016,Juvenile fiction Letter
0375834184,Mrs. Wow never wanted a cow,"Freeman, Martha, 1956-","Random House,",2006,Juvenile
0786941642,A practical guide to dragons,"Trumbauer, Lisa, 1963-","Wizards of the Coast,",2006,Dragons
0380709260,Socks,"Cleary, Beverly","HarperCollins,",2008,Cats
0547636458,The autistic brain : thinking across the spectrum,"Grandin, Temple","Houghton Mifflin Harcourt,",2013,Autism
0547210736,Haunted house,"Barss, Karen","Houghton Mifflin Harcourt,",2010,Juvenile
0670012009,Cork and Fuzz : the babysitters,"Chaconas, Dori, 1938-","Viking,",2010,Juvenile fiction
0756690153,Star Wars : the secret life of droids,"Fry, Jason, 1969-","DK.,",2012,Star
0385352123,Wind/Pinball : two novels,"Murakami, Haruki, 1949-","Alfred A. Knopf,",2015,Young
0590848399,Poppleton has fun,"Rylant, Cynthia","Blue Sky Press,",2000,Fiction
0525472975,Skippyjon Jones in the dog house,"Schachner, Judith Byron","Dutton Children's Books,",2005,Juvenile fiction
0399247726,Rapunzel,"Isadora, Rachel","G.P. Putnam's Sons,",2008,Fairy
1426307926,First big book of why,"Shields, Amy","National Geographic,",2011,Childrens questions and
190541756X,Ballet Kitty,"Ford, Bernette G.","Boxer Books ; distributed in the United States by Sterling Pub. Co.,",2007,Ballet
1452121559,Lowriders in space,"Camper, Cathy,","Chronicle Books,",2014,Comic books strips
1416914633,Go ask Alice,0,"Simon Pulse,",2006,Drug
144245251X,More of Monkey & Robot,"Catalanotto, Peter","Atheneum Books for Young Readers,",2014,Fiction
1476725799,The possibilities,"Hemmings, Kaui Hart","Simon & Schuster,",2014,Fiction
0307264211,The Lake Shore Limited,"Miller, Sue, 1943-","Alfred A. Knopf,",2010,Fiction Terrorism Psychological
0823422194,The pumpkin mystery,"Wallace, Carol, 1948-","Holiday House,",2010,Juvenile fiction
1416563806,Trial by fire,"Jance, Judith A.","Simon & Schuster,",2009,Fiction
0399160728,Henry's map,"Elliot, David, 1952-","Philomel Books,",2013,Juvenile fiction
0448463873,"Nellie Sue, happy camper","Janni, Rebecca","Penguin Young Readers,",2013,Juvenile fiction
0802723667,On my way to bed,"Maizes, Sarah","Walker Books for Young Readers, an imprint of Bloomsbury,",2013,Juvenile fiction Imagination
0618418873,Ghost train to the Eastern Star : on the tracks of the great railway bazaar,"Theroux, Paul","Houghton Mifflin ,",2008,Asia
0061974617,The fall of five,"Lore, Pittacus","Harper,",2013,Fiction
1592701221,"My dad is big and strong, but-- : a bedtime story","Saudo, Coralie","Enchanted Lion Books,",2012,Juvenile
0763662690,Guinea pig party,"Surplice, Holly","Nosy Crow,",2012,Juvenile fiction
1416937870,Piggies in the kitchen,"Meadows, Michelle","Simon & Schuster Books for Young Readers,",2011,Juvenile
0307272095,The children's book : a novel,"Byatt, A. S. (Antonia Susan), 1936-","Alfred A. Knopf,",2009,Fiction and England
0140186425,Of mice and men,"Steinbeck, John, 1902-1968","Penguin Books,",1994,Fiction
1419723197,"SpongeBob comics. #1, Silly sea stories","Hillenburg, Stephen","Amulet Books,",2017,Comic books strips
1467711179,Elmer and the birthday quake,"McKee, David","Anderson Press USA : Distributed in the U.S. by Lener Pub. Group,",2013,Juvenile fiction
0373802765,Secrets of the tulip sisters,"Mallery, Susan","Harlequin Books,",2017,Fiction
1616149981,The life we bury : a novel,"Eskens, Allen, 1963-","Seventh Street Books, an imprint of Prometheus Books,",2014,Mystery
0618979743,The Willoughbys,"Lowry, Lois","Houghton Mifflin,",2008,Fiction
0735217688,Home fire,"Shamsie, Kamila, 1973-","Riverhead Books,",2017,Families
054757620X,I can't complain : (all too) personal essays,"Lipman, Elinor","Houghton Mifflin Harcourt,",2013,American
1101971916,The revolving door of life,"McCall Smith, Alexander, 1948-","Anchor Books, a division of Penguin Random House LLC,",2016,Scotland Edinburgh Fiction
1501154591,I found you : a novel,"Jewell, Lisa","Atria Books,",2017,Fiction
076368659X,The fairiest fairy,"Booth, Anne (Children's fiction writer)","Nosy Crow, an imprint Candlewick Press,",2016,Juvenile fiction
0805094601,Siege and storm,"Bardugo, Leigh","Henry Holt and Company,",2013,Fiction Juvenile
0802734022,Millie and the big rescue,"Steffensmeier, Alexander","Walker Books For Young Readers, an imprint of Bloomsbury,",2013,Juvenile fiction
076365308X,Ancient Egypt : tales of gods and pharaohs,"Williams, Marcia, 1945-","Candlewick Press,",2011,Juvenile
0385352816,In the country : stories,"Alvar, Mia, 1978-","Alfred A. Knopf,",2015,Filipinos
1619635569,"Busy builders, busy week!","Reidy, Jean","Bloomsbury Childrens Books,",2016,Fiction Juvenile fiction
1250023440,Deadly virtues,"Bannister, Jo","Minotaur Books,",2013,Police England Fiction
1926516028,Disney Princess comics treasury.,0,"Joe Books,",2015,Comic books strips
1419718886,The grumpy pets,"Lombardi, Kristine A.","Abrams Books for Young Readers,",2016,Pets
0763655546,Stink and the attack of the slime mold,"McDonald, Megan","Candlewick Press,",2016,Juvenile
0375866965,Trouble in the tunnel,0,"Random House Children's Books,",2010,0
0316097365,Toys,"Patterson, James, 1947-","Little, Brown and Co.,",2011,Genetic
0061240761,The wizard,"Prelutsky, Jack","Greenwillow Books,",2007,Juvenile
0679867120,Daisy-head Mayzie,"Seuss, Dr.","Random House,",1994,Juvenile
1594202346,"The healing of America : a global quest for better, cheaper, and fairer health care","Reid, T. R.","Penguin Press,",2009,United Medical States
0763650048,King Hugo's huge ego,"Van Dusen, Chris","Candlewick Press,",2011,Juvenile fiction
076366247X,Oliver,"Sif, Birgitta","Candlewick Press,",2012,Imagination
0312641729,Rotten Ralph helps out,"Gantos, Jack","Square Fish,",2012,Juvenile fiction
1590309634,Living beautifully with uncertainty and change,"Chödrön, Pema","Shambhala,",2012,Religious Buddhism
0670910589,Cowboy & Octopus,"Scieszka, Jon","Viking,",2007,Juvenile fiction
0545112834,When lions roar,"Harris, Robie H.","Orchard Books,",2013,Juvenile fiction
0805091971,Who put the cookies in the cookie jar?,"Shannon, George","Henry Holt and Co.,",2013,Juvenile
0374319030,Dusk,"Shulevitz, Uri, 1935-","Margaret Ferguson Books, Farrar Straus Giroux,",2013,Juvenile
1596916605,"The new frugality : how to consume less, save more, and live better","Farrell, Chris","Bloomsbury Press,",2010,Finance
0802795714,Captain Raptor and the space pirates,"O'Malley, Kevin, 1961-","Walker : Distributed to the trade by Holtzbrinck,",2007,Juvenile fiction fiction
1410481700,The little Paris bookshop,"George, Nina, 1973-","Wheeler Publishing Large Print,",2015,Fiction and
0763680923,Sanitized for your protection,"Pastis, Stephan","Candlewick Press,",2015,Fiction
1596439211,Wait,"Portis, Antoinette","Roaring Brook Press,",2015,Juvenile fiction
1605983306,The stonecutter,"Läckberg, Camilla, 1974-","Pegasus Crime,",2012,Fiction Sweden
0547402058,"Nighty-night, Cooper","Numeroff, Laura Joffe","Houghton Mifflin Books for Children,",2013,Juvenile fiction
0756653959,Watch out for Team Galactic!,"Teitelbaum, Michael","DK Pub.,",2011,Pokmon
0061429902,The Mount Rushmore calamity,"Pennypacker, Sara, 1951-","Harper,",2009,Juvenile fiction
0062409921,The muse,"Burton, Jessie, 1982-","Ecco, an imprint of HarperCollins Publishers,",2016,Fiction
0763675245,Chuck and Woodchuck,"Bell, Cece","Candlewick Press,",2016,Juvenile fiction Woodchuck
1465452591,Moana : the essential guide,"Bazaldua, Barbara","DK Publishing,",2016,Juvenile literature
0544634241,The versions of us,"Barnett, Laura, 1982-","Houghton Mifflin Harcourt,",2016,Man
1596439300,Sebastian and the balloon,"Stead, Philip Christian","Roaring Brook Press,",2014,Juvenile
0399578420,"A modern way to cook : 150+ vegetarian recipes for quick, flavor-packed meals","Jones, Anna (Food writer)","Ten Speed Press,",2016,Vegetarian
1622032519,The desire map : a guide to creating goals with soul,"LaPorte, Danielle, 1969-","Sounds True, Inc.,",2014,Goal
1401220908,Batman. R.I.P.,"Morrison, Grant","DC Comics,",2009,books strips etc
0525469265,Double Fudge,"Blume, Judy","Dutton Children's Books,",2002,Juvenile fiction
0316129259,Along a long road,"Viva, Frank","Little, Brown,",2011,Bicycles
1594202273,"Command and control : nuclear weapons, the Damascus Accident, and the illusion of safety","Schlosser, Eric","The Penguin Press,",2013,Nuclear weapons United
1481422235,What does the fox say?,Ylvis (Musical group),"Simon & Schuster Books for Young Readers,",2013,Foxes
0399155279,Heat lightning,"Sandford, John, 1944 February 23-","G.P. Putnam's Sons,",2008,Fiction Minnesota
0763639125,Roadwork,"Sutton, Sally","Candlewick Press,",2008,Juvenile literature
0399169075,"In, over and on the farm","Long, Ethan","G. P. Putnam's Sons, an imprint of Penguin Group (USA),",2015,Fiction Domestic animals
144245718X,Justin and the bully,"Dungy, Tony","Simon Spotlight,",2012,Fiction
1616557613,"Avatar, the last airbender. Smoke and shadow. Part one","Yang, Gene Luen","Dark Horse Books,",2015,Comic books strips
1442473991,How to draw a dragon,"Florian, Douglas","Beach Lane Books,",2015,Dragons Juvenile fiction
1590305957,Handmade home : simple ways to repurpose old materials into new family treasures,"Soule, Amanda Blake","Trumpeter,",2009,Handicraft
0756692466,Ackbar's underwater army,"Beecroft, Simon","DK Pub.,",2012,fiction Juvenile
1416986383,Brownie & Pearl take a dip,"Rylant, Cynthia","Beach Lane Books,",2011,Juvenile
1605981737,The preacher,"Läckberg, Camilla, 1974-","Pegasus Crime,",2011,Fiction
1936608936,Paleo comfort foods : homestyle cooking for a gluten-free kitchen,"Mayfield, Julie","Victory Belt Pub.,",2011,Prehistoric
0756686970,LEGO Star Wars character encyclopedia,"Dolan, Hannah","DK Pub.,",2011,Juvenile Star Wars
1465417001,The Lego movie : the essential guide,"Dolan, Hannah","DK Publishing,",2014,movie Motion LEGO
0451463307,Under heaven,"Kay, Guy Gavriel","Roc,",2010,Fiction
0975958003,The skin you live in,"Tyler, Michael","Chicago Children's Museum,",2005,Juvenile fiction Self
1932664122,"Scott Pilgrim. Vol. 2, Scott Pilgrim vs. the world","O'Malley, Bryan Lee","Oni Press,",2005,books strips etc
1465402594,Summer adventures,"Saunders, Catherine","DK Pub.,",2013,Juvenile fiction
1250038820,Humans of New York,"Stanton, Brandon","St. Martin's Press,",2013,New York Pictorial
0375414290,When the emperor was divine : a novel,"Otsuka, Julie, 1962-","Knopf : Distributed by Random House,",2002,Fiction Japanese 1945
0061876763,Waiting for sunrise : a novel,"Boyd, William, 1952-","Harper,",2012,1918 Fiction
